Price,Date,Adj Close,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
0,2000-01-03,0.8400941491127014,0.9994419813156128,1.004464030265808,0.9079239964485168,0.9363840222358704,535796800
1,2000-01-04,0.76926589012146,0.9151790142059326,0.9877229928970337,0.9034600257873535,0.966517984867096,512377600
2,2000-01-05,0.7805226445198059,0.9285709857940674,0.9871649742126465,0.919642984867096,0.9263389706611633,778321600
3,2000-01-06,0.7129774689674377,0.8482139706611633,0.955357015132904,0.8482139706611633,0.9475449919700623,767972800
4,2000-01-07,0.7467504739761353,0.888392984867096,0.9017860293388367,0.8526790142059326,0.861607015132904,460734400
5,2000-01-10,0.7336166501045227,0.872767984867096,0.9129459857940674,0.845982015132904,0.9107139706611633,505064000
6,2000-01-11,0.69609135389328,0.828125,0.8872770071029663,0.8080360293388367,0.8565850257873535,441548800
7,2000-01-12,0.6543449759483337,0.7784600257873535,0.8526790142059326,0.7723209857940674,0.8482139706611633,976068800
8,2000-01-13,0.7261114120483398,0.8638389706611633,0.8816959857940674,0.825892984867096,0.8436099886894226,1032684800
9,2000-01-14,0.7537859678268433,0.896763026714325,0.9129459857940674,0.8872770071029663,0.892857015132904,390376000
10,2000-01-18,0.7800537347793579,0.928013026714325,0.9464290142059326,0.896763026714325,0.9017860293388367,459177600
11,2000-01-19,0.7997546792030334,0.9514510035514832,0.970982015132904,0.9229909777641296,0.9430800080299377,597643200
12,2000-01-20,0.8518208861351013,1.0133930444717407,1.0848209857940674,1.0133930444717407,1.03125,1831132800
13,2000-01-21,0.8354039788246155,0.993861973285675,1.020089030265808,0.9838169813156128,1.020089030265808,495924800
14,2000-01-24,0.7974095940589905,0.9486610293388367,1.0066959857940674,0.9386159777641296,0.9681919813156128,440876800
15,2000-01-25,0.8424394130706787,1.0022319555282593,1.010045051574707,0.9140629768371582,0.9375,497145600
16,2000-01-26,0.8269605040550232,0.9838169813156128,1.019531011581421,0.9799110293388367,0.982142984867096,367158400
17,2000-01-27,0.8255532383918762,0.982142984867096,1.0089290142059326,0.955357015132904,0.9715399742126465,340144000
18,2000-01-28,0.7626983523368835,0.9073659777641296,0.9899550080299377,0.8984379768371582,0.9659600257873535,423348800
19,2000-01-31,0.7786465287208557,0.9263389706611633,0.9274550080299377,0.84375,0.9017860293388367,701680000
20,2000-02-01,0.7523788213729858,0.8950889706611633,0.9375,0.892857015132904,0.9285709857940674,318035200
21,2000-02-02,0.7415902018547058,0.8822540044784546,0.9118300080299377,0.8660709857940674,0.8995540142059326,464195200
22,2000-02-03,0.7753635048866272,0.9224330186843872,0.9308040142059326,0.8950889706611633,0.8956469893455505,475193600
23,2000-02-04,0.810543417930603,0.9642860293388367,0.982142984867096,0.9252229928970337,0.928013026714325,425320000
24,2000-02-07,0.8560422658920288,1.0184149742126465,1.020089030265808,0.9458709955215454,0.9642860293388367,441067200
25,2000-02-08,0.8621406555175781,1.025670051574707,1.036829948425293,0.9933040142059326,1.0178569555282593,408643200
26,2000-02-09,0.8452535271644592,1.005579948425293,1.0457589626312256,1.003906011581421,1.0189729928970337,299364800
27,2000-02-10,0.8518208861351013,1.0133930444717407,1.0167410373687744,0.982142984867096,1.0078129768371582,302982400
28,2000-02-11,0.8161718845367432,0.970982015132904,1.0189729928970337,0.966517984867096,1.0145089626312256,212251200
29,2000-02-14,0.8691758513450623,1.0340399742126465,1.0345979928970337,0.9698659777641296,0.9760040044784546,367539200
30,2000-02-15,0.8930985927581787,1.0625,1.0708709955215454,1.0284600257873535,1.0290180444717407,485744000
31,2000-02-16,0.8565114140510559,1.0189729928970337,1.0546879768371582,1.0011160373687744,1.051339030265808,378246400
32,2000-02-17,0.8621406555175781,1.025670051574707,1.03125,1.010045051574707,1.0284600257873535,289497600
33,2000-02-18,0.8349348902702332,0.9933040142059326,1.0301339626312256,0.9899550080299377,1.0234379768371582,233441600
34,2000-02-22,0.8541662693023682,1.0161830186843872,1.0440850257873535,0.9525669813156128,0.9832590222358704,422296000
35,2000-02-23,0.8724591732025146,1.0379459857940674,1.0625,0.9910709857940674,1.0110210180282593,473099200
36,2000-02-24,0.8646024465560913,1.0285990238189697,1.0636160373687744,0.997767984867096,1.0474330186843872,376432000
37,2000-02-25,0.8283674120903015,0.9854909777641296,1.0446430444717407,0.9832590222358704,1.0251120328903198,249144000
38,2000-02-28,0.8499449491500854,1.011160969734192,1.026785969734192,0.9676340222358704,0.9832590222358704,328328000
39,2000-02-29,0.8602644205093384,1.0234379768371582,1.046875,1.0050220489501953,1.0139509439468384,368961600
40,2000-03-01,0.9779984951019287,1.1635040044784546,1.1791290044784546,1.058035969734192,1.058593988418579,1077003200
41,2000-03-02,0.9156141877174377,1.089285969734192,1.1422990560531616,1.0775669813156128,1.1339290142059326,311259200
42,2000-03-03,0.9606438279151917,1.1428569555282593,1.144950032234192,1.0714290142059326,1.114954948425293,323366400
43,2000-03-06,0.9432885050773621,1.1222100257873535,1.1529020071029663,1.1160709857940674,1.125,210560000
44,2000-03-07,0.9221802949905396,1.0970979928970337,1.1378350257873535,1.0814729928970337,1.128906011581421,273011200
45,2000-03-08,0.9156141877174377,1.089285969734192,1.1065850257873535,1.058593988418579,1.0970979928970337,271230400
46,2000-03-09,0.9174901247024536,1.0915180444717407,1.1160709857940674,1.0558040142059326,1.0792410373687744,276718400
47,2000-03-10,0.9437572956085205,1.1227680444717407,1.1422990560531616,1.0803569555282593,1.0864959955215454,248606400
48,2000-03-13,0.9104533791542053,1.0831470489501953,1.129464030265808,1.066964030265808,1.0904020071029663,303956800
49,2000-03-14,0.857449471950531,1.020089030265808,1.109375,1.0178569555282593,1.0823099613189697,428579200
50,2000-03-15,0.8724591732025146,1.0379459857940674,1.073660969734192,1.0189729928970337,1.0323660373687744,443609600
51,2000-03-16,0.9123295545578003,1.0853790044784546,1.089285969734192,1.0223209857940674,1.0474330186843872,378100800
52,2000-03-17,0.9381284117698669,1.1160709857940674,1.1160709857940674,1.068079948425293,1.072545051574707,305043200
53,2000-03-20,0.923118531703949,1.098214030265808,1.1272319555282593,1.0926339626312256,1.1026790142059326,204489600
54,2000-03-21,1.0127098560333252,1.2047990560531616,1.2209819555282593,1.0859379768371582,1.0943080186843872,524328000
55,2000-03-22,1.0821305513381958,1.2873879671096802,1.2890629768371582,1.1746649742126465,1.1855469942092896,567996800
56,2000-03-23,1.0605543851852417,1.261718988418579,1.3426339626312256,1.25,1.2678569555282593,562564800
57,2000-03-24,1.04085373878479,1.238281011581421,1.285156011581421,1.2098209857940674,1.2717629671096802,446913600
58,2000-03-27,1.0474207401275635,1.246093988418579,1.292410969734192,1.2220979928970337,1.228795051574707,279182400
59,2000-03-28,1.0441375970840454,1.2421879768371582,1.2678569555282593,1.224329948425293,1.2254459857940674,202966400
60,2000-03-29,1.0202149152755737,1.2137279510498047,1.2449779510498047,1.1948939561843872,1.244420051574707,239836800
61,2000-03-30,0.9437572956085205,1.1227680444717407,1.2293529510498047,1.1199779510498047,1.1925220489501953,414400000
